,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
279,41,blue-collar,married,high.school,unknown,no,yes,telephone,jun,fri,320.0,1,999,0,nonexistent,no
280,52,services,single,high.school,no,yes,no,telephone,jun,wed,43.0,1,999,0,nonexistent,no
281,33,self-employed,divorced,university.degree,no,no,no,telephone,nov,thu,352.0,3,999,0,nonexistent,no
282,35,technician,single,professional.course,no,no,no,telephone,jun,fri,397.0,1,999,0,nonexistent,no
283,35,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,157.0,1,999,0,nonexistent,no
284,32,technician,married,basic.9y,unknown,no,no,telephone,jun,thu,52.0,5,999,0,nonexistent,no
285,47,admin.,married,university.degree,no,no,no,telephone,jun,mon,121.0,4,999,0,nonexistent,no
286,59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318.0,1,999,0,nonexistent,no
287,33,admin.,single,university.degree,no,no,no,cellular,aug,thu,402.0,1,999,0,nonexistent,no
288,32,management,divorced,university.degree,no,yes,no,cellular,jul,tue,123.0,4,999,0,nonexistent,no
289,44,technician,divorced,professional.course,unknown,no,no,cellular,aug,wed,196.0,2,999,0,nonexistent,no
290,49,admin.,divorced,high.school,no,no,no,cellular,jul,thu,602.0,1,999,0,nonexistent,no
291,48,services,married,high.school,no,yes,no,cellular,aug,thu,310.0,1,999,0,nonexistent,no
292,31,management,married,university.degree,no,yes,yes,cellular,aug,mon,203.0,2,999,0,nonexistent,no
293,57,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,627.0,5,999,0,nonexistent,no
294,31,technician,single,university.degree,no,yes,no,cellular,aug,thu,34.0,6,999,0,nonexistent,no
295,37,unemployed,married,high.school,no,yes,no,telephone,jun,tue,29.0,1,999,0,nonexistent,no
296,30,admin.,single,university.degree,no,no,no,cellular,aug,wed,263.0,1,999,0,nonexistent,no
297,34,housemaid,married,university.degree,no,no,no,cellular,jul,tue,132.0,1,999,0,nonexistent,no
298,42,technician,married,basic.6y,no,yes,no,telephone,jun,wed,261.0,3,999,0,nonexistent,no
299,47,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,135.0,1,999,0,nonexistent,no
300,25,student,single,high.school,no,yes,no,cellular,jul,tue,112.0,1,999,1,failure,no
301,35,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,579.0,4,999,0,nonexistent,no
302,57,entrepreneur,divorced,high.school,no,unknown,unknown,cellular,jul,fri,360.0,13,999,0,nonexistent,no
303,30,admin.,married,university.degree,no,yes,no,telephone,may,wed,303.0,4,999,0,nonexistent,no
304,33,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,218.0,4,999,0,nonexistent,no
305,37,admin.,married,high.school,no,unknown,unknown,telephone,may,fri,97.0,1,999,0,nonexistent,no
306,54,technician,single,university.degree,no,yes,no,cellular,may,thu,333.0,1,999,1,failure,no
307,31,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,259.0,2,999,0,nonexistent,no
308,39,technician,single,university.degree,no,yes,no,cellular,aug,mon,112.0,1,999,0,nonexistent,no
309,57,admin.,divorced,university.degree,unknown,no,no,cellular,nov,thu,399.0,2,999,0,nonexistent,no
310,31,admin.,single,university.degree,no,yes,no,cellular,may,tue,374.0,2,999,1,failure,no
311,32,technician,single,university.degree,no,yes,yes,cellular,aug,tue,231.0,3,999,0,nonexistent,no
312,41,admin.,married,university.degree,no,yes,no,cellular,dec,thu,422.0,2,999,0,nonexistent,yes
313,33,technician,single,university.degree,no,yes,no,telephone,aug,wed,827.0,1,999,0,nonexistent,yes
314,47,admin.,divorced,professional.course,no,no,no,cellular,nov,mon,104.0,1,999,1,failure,no
315,36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120.0,2,999,0,nonexistent,no
316,29,student,single,university.degree,no,yes,no,telephone,may,tue,1042.0,17,999,0,nonexistent,no
317,38,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,433.0,2,999,0,nonexistent,no
318,28,self-employed,single,university.degree,no,no,yes,cellular,may,mon,315.0,1,999,0,nonexistent,yes
319,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,14.0,12,999,0,nonexistent,no
320,31,admin.,single,high.school,no,no,no,cellular,apr,thu,252.0,1,5,1,success,yes
321,33,technician,married,high.school,no,no,no,cellular,aug,wed,703.0,1,999,0,nonexistent,yes
322,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,222.0,3,999,0,nonexistent,no
323,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,176.0,1,999,0,nonexistent,no
324,60,retired,married,professional.course,no,no,no,cellular,aug,wed,111.0,1,999,0,nonexistent,no
325,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,409.0,3,999,0,nonexistent,no
326,27,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,206.0,1,999,1,failure,no
327,42,blue-collar,single,basic.6y,unknown,no,no,telephone,jul,tue,126.0,1,999,0,nonexistent,no
328,47,services,married,high.school,no,yes,no,cellular,nov,tue,164.0,1,999,0,nonexistent,no
329,57,retired,single,unknown,unknown,yes,no,cellular,jul,tue,189.0,19,999,0,nonexistent,no
330,28,student,single,high.school,no,yes,no,cellular,apr,thu,121.0,1,999,1,failure,no
331,27,admin.,single,university.degree,no,no,no,cellular,apr,tue,317.0,1,12,1,success,yes
332,26,services,single,high.school,no,no,no,cellular,may,wed,119.0,2,999,0,nonexistent,no
333,19,student,single,basic.9y,no,no,no,cellular,apr,tue,43.0,3,999,0,nonexistent,no
334,57,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,168.0,4,999,0,nonexistent,no
335,39,admin.,married,university.degree,no,no,no,telephone,may,thu,73.0,1,999,0,nonexistent,no
336,27,admin.,single,high.school,unknown,yes,no,telephone,may,wed,212.0,2,999,0,nonexistent,no
337,31,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,158.0,1,999,0,nonexistent,no
338,32,blue-collar,married,unknown,no,no,no,cellular,nov,thu,366.0,4,999,0,nonexistent,no
339,47,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,288.0,1,10,2,failure,yes
340,25,student,single,high.school,no,yes,yes,telephone,jun,mon,100.0,1,999,0,nonexistent,no
341,52,management,divorced,university.degree,no,no,no,telephone,may,wed,634.0,2,999,0,nonexistent,no
342,28,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,44.0,3,999,0,nonexistent,no
343,28,blue-collar,married,high.school,no,no,no,telephone,jun,fri,216.0,1,999,0,nonexistent,no
344,33,technician,single,professional.course,no,no,no,cellular,aug,mon,145.0,3,999,0,nonexistent,no
345,26,admin.,single,high.school,no,no,no,cellular,apr,mon,785.0,1,999,0,nonexistent,yes
346,25,admin.,single,university.degree,no,no,no,telephone,may,tue,59.0,1,999,0,nonexistent,no
347,25,blue-collar,single,high.school,no,no,no,telephone,may,fri,1212.0,3,999,0,nonexistent,no
348,31,admin.,married,high.school,no,yes,no,cellular,may,tue,208.0,2,999,1,failure,yes
349,35,technician,single,university.degree,no,yes,no,cellular,may,tue,200.0,3,999,0,nonexistent,no
350,39,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,250.0,3,999,0,nonexistent,no
351,32,admin.,married,basic.6y,no,yes,no,cellular,may,mon,262.0,2,999,1,failure,no
352,44,admin.,married,professional.course,no,yes,no,telephone,nov,mon,762.0,1,999,0,nonexistent,no
353,45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,367.0,2,999,0,nonexistent,yes
354,52,retired,married,basic.4y,no,yes,no,telephone,may,thu,138.0,1,999,0,nonexistent,no
355,47,technician,married,basic.9y,no,yes,no,telephone,jun,fri,503.0,2,999,0,nonexistent,no
356,46,services,married,basic.6y,no,yes,no,cellular,aug,fri,16.0,5,999,0,nonexistent,no
357,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,109.0,1,999,0,nonexistent,no
358,52,entrepreneur,married,basic.9y,no,unknown,unknown,telephone,nov,mon,147.0,1,999,1,failure,no
359,57,retired,married,professional.course,unknown,no,no,cellular,aug,wed,80.0,3,999,0,nonexistent,no
360,34,blue-collar,married,unknown,no,yes,no,cellular,may,wed,123.0,1,999,1,failure,no
361,26,admin.,single,university.degree,no,yes,no,cellular,nov,tue,309.0,3,7,1,success,yes
362,43,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,222.0,2,999,0,nonexistent,no
363,25,admin.,single,high.school,no,yes,yes,telephone,jun,wed,109.0,1,999,0,nonexistent,no
364,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,523.0,2,999,0,nonexistent,no
365,31,services,married,basic.9y,no,no,no,cellular,may,mon,400.0,1,999,1,failure,no
366,35,admin.,single,university.degree,no,yes,no,cellular,aug,tue,63.0,2,999,0,nonexistent,no
367,32,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,70.0,1,999,0,nonexistent,no
368,48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,245.0,4,999,0,nonexistent,no
369,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,162.0,10,999,0,nonexistent,no
370,35,technician,single,university.degree,no,no,no,telephone,may,thu,52.0,5,999,0,nonexistent,no
371,56,self-employed,married,basic.9y,unknown,no,no,telephone,jul,fri,523.0,1,999,0,nonexistent,no
372,30,services,divorced,basic.9y,no,yes,no,telephone,may,tue,320.0,1,999,0,nonexistent,no
373,60,admin.,single,high.school,no,no,no,telephone,jun,fri,118.0,1,999,0,nonexistent,no
374,35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,313.0,2,999,0,nonexistent,no
375,35,management,married,university.degree,no,yes,yes,cellular,apr,thu,435.0,1,999,0,nonexistent,yes
376,50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587.0,2,999,1,failure,yes
377,43,admin.,married,university.degree,no,no,no,cellular,jul,tue,497.0,1,999,0,nonexistent,no
378,34,entrepreneur,married,university.degree,no,no,yes,cellular,apr,fri,77.0,3,999,0,nonexistent,no
379,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1311.0,2,999,0,nonexistent,yes
380,36,admin.,married,high.school,no,yes,no,cellular,jul,fri,122.0,1,999,1,failure,no
381,35,blue-collar,married,high.school,no,no,yes,telephone,may,tue,108.0,3,999,0,nonexistent,no
382,31,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,1123.0,2,999,0,nonexistent,yes
383,46,admin.,married,university.degree,no,yes,no,cellular,nov,fri,81.0,1,999,0,nonexistent,no
384,39,management,married,university.degree,no,yes,no,telephone,may,wed,319.0,3,999,0,nonexistent,no
385,39,services,divorced,high.school,no,yes,no,cellular,nov,tue,194.0,1,999,0,nonexistent,no
386,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,84.0,1,999,1,failure,yes
387,33,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,16.0,3,999,0,nonexistent,no
388,59,technician,married,high.school,no,yes,no,cellular,aug,mon,226.0,5,999,0,nonexistent,no
389,28,blue-collar,married,basic.6y,no,yes,yes,telephone,may,wed,482.0,2,999,0,nonexistent,no
390,33,services,single,high.school,no,yes,no,telephone,jun,thu,326.0,5,999,0,nonexistent,no
391,56,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,284.0,1,999,1,failure,no
392,80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,169.0,1,999,0,nonexistent,yes
393,50,technician,married,university.degree,no,no,no,cellular,jul,fri,146.0,1,999,0,nonexistent,no
394,36,student,divorced,university.degree,no,no,yes,cellular,jul,thu,125.0,5,999,0,nonexistent,no
395,35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631.0,2,999,0,nonexistent,yes
396,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,fri,27.0,5,999,0,nonexistent,no
397,26,services,single,high.school,no,yes,no,cellular,jul,wed,75.0,10,999,0,nonexistent,no
398,31,management,single,university.degree,no,no,no,cellular,jul,wed,645.0,1,999,0,nonexistent,yes
399,36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,490.0,3,999,2,failure,yes
400,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,232.0,1,999,0,nonexistent,no
401,33,admin.,single,high.school,no,yes,no,cellular,apr,wed,961.0,2,999,1,failure,yes
402,42,admin.,single,university.degree,no,no,no,cellular,aug,fri,361.0,2,999,0,nonexistent,no
403,67,retired,married,professional.course,no,yes,yes,cellular,aug,mon,186.0,1,999,0,nonexistent,yes
404,33,technician,single,professional.course,no,yes,no,cellular,aug,fri,436.0,2,999,0,nonexistent,no
405,54,admin.,married,basic.4y,unknown,yes,no,cellular,nov,tue,127.0,4,999,0,nonexistent,no
406,31,technician,single,unknown,no,no,no,cellular,aug,mon,308.0,1,999,2,failure,no
407,26,technician,single,high.school,no,no,no,cellular,jul,thu,224.0,2,999,0,nonexistent,no
408,81,retired,divorced,basic.4y,no,no,no,cellular,sep,wed,532.0,2,7,1,success,yes
409,33,services,married,basic.9y,no,yes,no,cellular,jul,fri,169.0,2,999,0,nonexistent,no
410,44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259.0,1,999,0,nonexistent,no
411,48,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,88.0,2,999,0,nonexistent,no
412,38,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,201.0,1,999,0,nonexistent,no
413,45,admin.,single,high.school,no,no,no,cellular,sep,fri,204.0,1,999,0,nonexistent,no
414,35,admin.,single,university.degree,unknown,no,no,cellular,jul,thu,250.0,1,999,0,nonexistent,no
415,27,unemployed,single,basic.9y,no,yes,no,cellular,apr,fri,279.0,1,999,0,nonexistent,no
416,35,blue-collar,single,university.degree,no,yes,yes,telephone,may,fri,231.0,3,999,0,nonexistent,no
417,24,student,single,high.school,no,no,no,cellular,aug,fri,65.0,1,999,2,failure,no
418,56,services,married,basic.4y,unknown,no,no,telephone,jun,mon,746.0,2,999,0,nonexistent,no
419,39,management,single,university.degree,no,no,no,cellular,apr,fri,278.0,1,999,0,nonexistent,no
420,43,management,married,basic.9y,no,yes,yes,cellular,aug,fri,233.0,2,999,0,nonexistent,no
421,54,blue-collar,married,university.degree,no,no,yes,telephone,may,thu,106.0,4,999,0,nonexistent,no
422,32,admin.,single,university.degree,no,no,no,telephone,may,wed,81.0,2,999,0,nonexistent,no
423,46,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,294.0,1,999,0,nonexistent,yes
424,62,retired,married,university.degree,no,yes,no,cellular,nov,thu,208.0,1,1,6,success,yes
425,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,361.0,1,999,0,nonexistent,yes
426,46,technician,married,university.degree,no,no,no,cellular,jul,thu,124.0,3,999,0,nonexistent,no
427,52,technician,divorced,university.degree,no,no,no,telephone,jun,mon,184.0,3,999,0,nonexistent,no
428,38,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,may,tue,81.0,2,999,0,nonexistent,no
429,49,technician,single,professional.course,no,yes,no,cellular,jun,mon,68.0,1,3,1,success,no
430,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,98.0,1,999,0,nonexistent,no
431,32,admin.,single,high.school,no,yes,no,cellular,may,thu,149.0,1,999,1,failure,no
432,36,unemployed,married,basic.9y,unknown,yes,yes,cellular,may,thu,114.0,2,999,0,nonexistent,no
433,19,student,single,unknown,no,no,no,cellular,apr,fri,108.0,5,999,0,nonexistent,no
434,61,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,113.0,1,999,0,nonexistent,no
435,54,retired,divorced,professional.course,no,no,no,telephone,may,mon,241.0,3,999,0,nonexistent,no
436,38,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,299.0,1,999,1,failure,no
437,38,admin.,married,university.degree,no,yes,no,cellular,nov,mon,110.0,3,6,1,success,no
438,42,services,married,professional.course,no,no,no,telephone,jun,fri,24.0,1,999,0,nonexistent,no
439,58,services,married,high.school,no,no,no,cellular,jul,fri,134.0,1,999,0,nonexistent,no
440,54,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,168.0,5,999,0,nonexistent,no
441,40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,144.0,5,999,0,nonexistent,no
442,42,technician,married,university.degree,unknown,yes,no,telephone,jun,mon,91.0,1,999,0,nonexistent,no
443,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed,139.0,1,999,0,nonexistent,no
444,50,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,129.0,3,999,0,nonexistent,no
445,26,services,married,high.school,no,yes,yes,cellular,jul,wed,134.0,4,999,0,nonexistent,no
446,36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,31.0,14,999,0,nonexistent,no
447,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,72.0,1,999,0,nonexistent,no
448,35,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,62.0,1,999,0,nonexistent,no
449,49,housemaid,married,basic.4y,no,no,no,telephone,may,fri,556.0,1,999,0,nonexistent,no
450,35,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,181.0,5,999,0,nonexistent,no
451,29,technician,single,high.school,no,no,no,telephone,may,mon,171.0,1,999,0,nonexistent,no
452,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,253.0,1,999,0,nonexistent,no
453,68,retired,single,university.degree,no,no,no,cellular,sep,mon,500.0,2,999,1,failure,no
454,48,admin.,married,professional.course,no,yes,no,telephone,may,tue,92.0,2,999,0,nonexistent,no
455,31,admin.,married,university.degree,no,no,no,telephone,may,wed,197.0,2,999,0,nonexistent,no
456,28,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,92.0,1,999,0,nonexistent,no
457,45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,133.0,1,12,1,success,no
458,36,admin.,divorced,high.school,no,yes,no,cellular,may,tue,136.0,5,999,0,nonexistent,no
459,34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,46.0,1,999,0,nonexistent,no
460,33,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,113.0,1,999,0,nonexistent,no
461,45,blue-collar,divorced,basic.9y,unknown,no,no,cellular,nov,mon,220.0,4,999,1,failure,no
462,44,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,37.0,3,999,0,nonexistent,no
463,29,student,single,university.degree,no,yes,no,cellular,jul,thu,370.0,1,999,0,nonexistent,no
464,28,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,260.0,3,999,0,nonexistent,no
465,56,retired,married,basic.4y,no,yes,no,telephone,jun,mon,772.0,1,999,0,nonexistent,no
466,32,technician,married,university.degree,no,yes,yes,cellular,aug,wed,123.0,1,999,0,nonexistent,no
467,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,111.0,5,999,0,nonexistent,no
468,53,retired,single,professional.course,unknown,yes,no,telephone,may,tue,145.0,1,999,0,nonexistent,no
469,40,services,married,high.school,no,yes,no,telephone,jul,mon,167.0,3,999,0,nonexistent,no
470,71,blue-collar,divorced,basic.4y,unknown,no,no,cellular,aug,thu,224.0,1,999,0,nonexistent,no
471,38,blue-collar,divorced,unknown,no,yes,no,telephone,nov,tue,125.0,1,999,0,nonexistent,no
472,53,technician,married,professional.course,unknown,no,yes,cellular,jul,fri,118.0,3,999,0,nonexistent,no
